"created_on","provincia","partido","rooms","surface_total","surface_covered","price","currency","title","property_type","operation_type","lat","lon"
"202106","GBA","Moreno",3,69,69,80000,"USD","PH 3 Ambientes Venta Moreno","PH","Venta",-34.6542781,-58.7816789
"202106","GBA","Morón",3,71,71,115000,"USD","PH - Villa Sarmiento","PH","Venta",-34.6363751,-58.570979
"202106","CABA","Comuna 13",3,56,56,130000,"USD","Departamento - Belgrano","PH","Venta",-34.5561137,-58.4601839
"202106","CABA","Comuna 14",3,114,84,230000,"USD","Venta PH 4 ambientes con patio y terraza en Belgrano","PH","Venta",-34.567904,-58.4466986
"202106","CABA","Comuna 9",3,180,90,100000,"USD","PH - Mataderos","PH","Venta",-34.6711799,-58.4994231
"202106","CABA","Comuna 9",3,94,72,110000,"USD","PH - Mataderos","PH","Venta",-34.6529732,-58.509236
"202106","GBA","Ituzaingó",3,130,60,90000,"USD","PH - Ituzaingó Sur","PH","Venta",-34.6672778,-58.6881685
"202106","CABA","Comuna 10",3,71,66,120000,"USD","Departamento - Villa Luro","PH","Venta",-34.6409446,-58.5008251
"202106","CABA","Comuna 15",3,46,46,89000,"USD","Villa Crespo: Excelente tres ambientes PH !","PH","Venta",-34.6027382,-58.4392394
"202106","GBA","Merlo",3,100,100,95000,"USD","Casa - San Antonio De Padua","Casa","Venta",-34.6773864,-58.6902947
"202106","GBA","Lanús",3,125,110,125000,"USD","OPORTUNIDAD - Venta Directa","Casa","Venta",-34.7286872,-58.4011212
"202106","GBA","Lanús",3,120,120,60000,"USD","Casa - Lanús Este","Casa","Venta",-34.7250387,-58.3679736
"202106","GBA","Quilmes",3,76,76,80000,"USD","Casa de 2 dormitorios 2 baños 145mts2 totales  - Quilmes Oeste","Casa","Venta",-34.7511697,-58.277555
"202106","GBA","La Plata",3,134,90,60000,"USD","Casa - La Plata","Casa","Venta",-34.8824255,-57.9693869
"202106","GBA","Ituzaingó",3,70,70,89900,"USD","Casa - Ituzaingó","Casa","Venta",-34.6658791,-58.685842
"202106","GBA","Ituzaingó",3,100,100,85000,"USD","Casa - Ituzaingó","Casa","Venta",-34.6769353,-58.673561
"202106","GBA","San Isidro",3,65,65,138000,"USD","Casa PH Martínez 3 ambientes patio cerca avenida y plaza","Casa","Venta",-34.4908629,-58.5141622
"202106","GBA","San Miguel",3,98,98,30000,"ARS","Casa - San Miguel","Casa","Alquiler",-34.5403065401,-58.7387119767
"202106","GBA","Malvinas Argentinas",3,59,59,40000,"USD","Casa - Grand Bourg","Casa","Venta",-34.4771108,-58.7369371
"202106","GBA","Tigre",3,100,75,80000,"ARS","Departamento - Zerena","Departamento","Alquiler",-34.4234135,-58.6594996
"202106","GBA","Tigre",3,103,75,215000,"USD","Nordelta departamento 3 ambientes con vista al lago en Panorama Sendero","Departamento","Venta",-34.403305,-58.6489989
"202106","CABA","Comuna 5",3,59,51,89000,"USD","3 amb CON COCHERA  en Almagro","Departamento","Venta",-34.6184018,-58.4197497
"202106","CABA","Comuna 5",3,75,65,48000,"ARS","Departamento de 3 amb en venta al frente c/balcon!!!","Departamento","Alquiler",-34.6106791,-58.4244327
"202106","CABA","Comuna 12",3,70,65,188500,"USD","Departamento - Coghlan","Departamento","Venta",-34.563294,-58.4705083
"202106","CABA","Comuna 14",3,70,66,55000,"ARS","Departamento 3 ambientes en alquiler en Palermo","Departamento","Alquiler",-34.5835232,-58.4213465
"202106","CABA","Comuna 14",3,80,68,269000,"USD","U$S 269.000 - 3 amb - Cochera - Palermo - Guatemala 6000 (LeS)","Departamento","Venta",-34.5772506,-58.4360596
"202106","CABA","Comuna 14",3,120,90,699000,"USD","3 AMBIENTES | BERUTI al 3300","Departamento","Venta",-34.5867231,-58.4096229
"202106","CABA","Comuna 14",3,97,65,380000,"USD","Departamento - Palermo","Departamento","Venta",-34.5814476,-58.4389266
"202106","CABA","Comuna 14",3,60,58,40000,"ARS","Departamento - Palermo Hollywood","Departamento","Alquiler",-34.575069,-58.438195
"202106","CABA","Comuna 14",3,56,54,95000,"USD","Departamento - Palermo","Departamento","Venta",-34.5853097,-58.4416517
"202106","CABA","Comuna 14",3,94,89,277000,"USD","3 ambientes Dependencia/ Cochera fija y Baulera - Palermo Chico","Departamento","Venta",-34.5833348984,-58.4045670423
"202106","CABA","Comuna 14",3,120,110,280000,"ARS","LIB 2424 -TORRE CON AMENITIES EN PALERMO CHICO!","Departamento","Alquiler",-34.5797397,-58.4059026
"202106","CABA","Comuna 14",3,110,100,185000,"ARS","Departamento - Palermo","Departamento","Alquiler",-34.5765182,-58.4248386
"202106","CABA","Comuna 14",3,100,93,440000,"USD","Palacio Bonaire Salguero y Liberador 100 m2 3 amb   dep amenities cochera","Departamento","Venta",-34.5787045,-58.4069046
"202106","CABA","Comuna 14",3,70,65,140000,"USD","Departamento - Palermo","Departamento","Venta",-34.5917273,-58.4281927
"202106","GBA","Quilmes",3,70,70,30000,"ARS","ALQUILER DEPTO 3 AMBIENTES C/ COCHERA $30.000 SIN EXPENSAS!","Departamento","Alquiler",-34.721125,-58.2426201
"202106","CABA","Comuna 13",3,66,66,165000,"USD","Impecables y confortables tres ambientes en Belgrano","Departamento","Venta",-34.5690412,-58.4523631
"202106","CABA","Comuna 13",3,77,70,270000,"USD","Departamento - Belgrano","Departamento","Venta",-34.5721913974,-58.4604629503
"202106","CABA","Comuna 13",3,89,89,495000,"USD","3 ambientes con cochera y amenities - torre de categoria - Belgrano Chico","Departamento","Venta",-34.5511941,-58.4426404
"202106","CABA","Comuna 13",3,50,45,150000,"USD","Hermoso departamento de 3 ambientes con patio y balcón en Belgrano","Departamento","Venta",-34.56611,-58.463368
"202106","CABA","Comuna 13",3,113,113,720000,"USD","Dpto. 3 amb c balcón aterrazado, 1 coch, CON RENTA , full amenities - TORRE FORUM - Bajo Belgrano","Departamento","Venta",-34.5523409,-58.4379822
"202106","CABA","Comuna 10",3,122,73,163000,"USD","Departamento - Monte Castro","Departamento","Venta",-34.6226981,-58.5080475
"202106","GBA","La Plata",3,58,58,22500,"ARS","Departamento - La Plata","Departamento","Alquiler",-34.9493046,-57.9551544
"202106","CABA","Comuna 2",3,61,61,150000,"USD","SEMIPISO AV. LAS HERAS AL 2000 - IMPECABLE BAULERA - Recoleta","Departamento","Venta",-34.5900338,-58.3942868
"202106","CABA","Comuna 2",3,80,70,200000,"USD","Departamento 4 ambientes en Recoleta","Departamento","Venta",-34.5953986833,-58.3980123629
"202106","CABA","Comuna 6",3,74,74,37000,"ARS","DEPARTAMENTO 3 AMB C/DEP. FORMOSA 240 CABALLITO","Departamento","Alquiler",-34.621096,-58.4317773
"202106","CABA","Comuna 7",3,68,62,180000,"USD","Venta departamento de 3 ambientes con cochera","Departamento","Venta",-34.6200178,-58.4605576
"202106","CABA","Comuna 1",3,66,54,156000,"USD","Departamento - San Telmo","Departamento","Venta",-34.6209092,-58.3758471
"202106","GBA","San Isidro",3,125,107,450000,"USD","Departamento - San Isidro","Departamento","Venta",-34.472717,-58.504349
"202106","GBA","San Isidro",3,100,90,250000,"USD","Departamento - Pasionaria Martínez","Departamento","Venta",-34.4937364695,-58.5278532529
"202106","GBA","San Isidro",3,70,68,154500,"USD","Departamento - San Isidro","Departamento","Venta",-34.4733069,-58.5197617
"202106","GBA","San Isidro",3,89,81,400000,"USD","Departamento - San Isidro","Departamento","Venta",-34.472717,-58.504349
"202106","GBA","San Miguel",3,60,60,26000,"ARS","Alquiler - DEPARTAMENTO DE TRES AMBIENTES - SAN MIGUEL","Departamento","Alquiler",-34.5304995,-58.7283494
"202106","CABA","Comuna 2",3,60,60,120000,"USD","Beruti 2700, Barrio Norte: Depto. de 3 amb. Contrafrente. Muy Luminoso. Cocina y baño completos.","Departamento","Venta",-34.5916282,-58.4036627
"202106","CABA","Comuna 1",3,105,105,65000,"ARS","Departamento de categoria en 3 amb dependencia c/balcon frances al frente en  Barrio Norte","Departamento","Alquiler",-34.5926569,-58.3811013
"202106","GBA","San Fernando",3,75,64,185000,"USD","Departamento - Punta Chica","Departamento","Venta",-34.447316,-58.5412065
"202106","CABA","Comuna 1",3,126,120,570000,"USD","Departamento - Puerto Madero","Departamento","Venta",-34.6200926,-58.3610901
"202106","CABA","Comuna 3",3,56,52,110000,"USD","Departamento - San Cristobal","Departamento","Venta",-34.6237933,-58.4022563
"202106","CABA","Comuna 15",3,86,74,230000,"USD","Departamento - Villa Ortuzar - Venta 3 ambientes balcón aterrazado con parrilla cochera","Departamento","Venta",-34.5782615937,-58.471462927
"202106","CABA","Comuna 15",3,103,68,240000,"USD","Achalay!  EDIFICIO DE CASAS!  CON COCHERA!!! BALCON TERRAZA CON PARRILLA PROPIA.","Departamento","Venta",-34.5776433,-58.4722717
"202106","CABA","Comuna 12",3,87,77,308195,"USD","Departamento 3 ambientes en Av. Olazabal al 4800","Departamento","Venta",-34.5752248,-58.4842584
"202106","CABA","Comuna 15",3,103,68,240000,"USD","ACHALAY!  EDIFICIO DE CASAS! CON COCHERA!  BALCON TERRAZA CON PARRILLA PROPIA.","Departamento","Venta",-34.5776433,-58.4722717
"202106","GBA","Vicente López",3,65,56,65000,"ARS","Departamento 3 ambientes con cochera y baulera en Av Maipu Florida -  Vicente López","Departamento","Alquiler",-34.5206404,-58.4859723
"202106","GBA","Lomas de Zamora",3,95,95,300000,"USD","Departamento - Lomas de Zamora Oeste","Departamento","Venta",-34.7649142,-58.4027842
"202106","CABA","Comuna 12",3,63,61,165000,"USD","Departamento - Villa Pueyrredon","Departamento","Venta",-34.5869241,-58.5051709
"202106","CABA","Comuna 13",3,110,92,240000,"USD","PH 3 amb Refaccionado a nuevo, VENTA CON MUEBLES!","PH","Venta",-34.5731220744,-58.4548616409
"202106","CABA","Comuna 5",3,68,60,40000,"ARS","Departamento de 3 ambientes en Alquiler en Almagro","Departamento","Alquiler",-34.6044513625,-58.4275324363
"202106","CABA","Comuna 6",3,75,75,90000,"USD","VENTA 3 AMBIENTES , BALCON TERRAZA","Departamento","Venta",-34.622641878,-58.4420853854
"202106","GBA","General San Martín",3,50,50,27000,"ARS","PH 3 Amb con patio cubierto","PH","Alquiler",-34.5739421,-58.5319862
"202106","GBA","San Miguel",3,48,48,67000,"USD","PH-VENTA-SAN MIGUEL-3 AMBIENTES-APTO CREDITO","PH","Venta",-34.552978,-58.714156
"202106","GBA","La Matanza",3,211,140,85000,"USD","CASA DE 4 AMBIENTES EN VENTA EN ISIDRO CASANOVA","Casa","Venta",-34.6860869962,-58.586268425
"202106","GBA","Malvinas Argentinas",3,85,80,98000,"USD","CASA EN VENTA 3 AMB EN TORTUGUITAS MALV ARGENTINAS","Casa","Venta",-34.4692386,-58.7547151
"202106","CABA","Comuna 14",3,76,76,299900,"USD","DEPARTAMENTO 3 AMBIENTES, VENTA, PALERMO+AMENITIES","Departamento","Venta",-34.5965787,-58.4224319
"202106","CABA","Comuna 11",3,163,64,154000,"USD","VENTA DE DEPARTAMENTO 3 AMBIENTES AMPLIO CON PATIO","Departamento","Venta",-34.6134771,-58.4720289
"202106","CABA","Comuna 2",3,73,68,155000,"USD","VENTA DEPARTAMENTO 3 AMBIENTES  RECOLETA CON RENTA","Departamento","Venta",-34.5971774,-58.3949593
"202106","GBA","San Miguel",3,50,46,35000,"ARS","Alquiler Dto 3 Amb en San Miguel(c balcon y coch.)","Departamento","Alquiler",-34.531998,-58.710362
"202106","CABA","Comuna 15",3,66,59,125000,"USD","3 amb muy luminosos - VENTA en VILLA CRESPO","Departamento","Venta",-34.601624,-58.439582
"202106","GBA","General San Martín",3,170,112,85000,"USD","PH de 3 ambientes con patio y terraza","PH","Venta",-34.5400786,-58.5868269
"202106","GBA","General San Martín",3,78,75,55000,"ARS","Departamento 3 ambientes en centro de Villa Ballester","Departamento","Alquiler",-34.5467968,-58.5505872
"202106","CABA","Comuna 13",3,55,53,115000,"USD","VENTA DPTO. 3 AMB. BELGRANO LUMINOSO APTO.PROF.","Departamento","Venta",-34.554389,-58.4602448
"202106","CABA","Comuna 12",3,63,55,155000,"USD","Venta departamento Avenida Balbin Coghlan Frente","Departamento","Venta",-34.558458,-58.475677
"202106","CABA","Comuna 6",3,67,58,159900,"USD","Departamento, Barrio Ingles, Balcón con PARRILLA","Departamento","Venta",-34.6249473,-58.4411433
"202106","CABA","Comuna 6",3,51,48,84900,"USD","VENTA DEPARTAMENTO 3 AMBIENTES CABALLITO","Departamento","Venta",-34.610015,-58.441236
"202106","GBA","La Matanza",3,57,57,119000,"USD","Departamento 3 Ambientes + cochera Ramos Mejia","Departamento","Venta",-34.6467433,-58.5582127
"202106","GBA","Vicente López",3,52,52,114900,"USD","OLIVOS 3 AMBIENTES VENTA EXCELENTE ESTADO","Departamento","Venta",-34.5203944,-58.511971
"202106","CABA","Comuna 5",3,45,38,65000,"USD","Venta Depto 3 Amb Frente c/Balcon Parque Chacabuco","Departamento","Venta",-34.640263,-58.424259
"202106","CABA","Comuna 10",3,64,59,144999,"USD","DEPARTAMENTO 3 AMB. A ESTRENAR VENTA MONTE CASTRO","Departamento","Venta",-34.618305,-58.500588
"202106","GBA","Tigre",3,108,80,120000,"ARS","ALQUILER DEPTO 3 AMBIENTES VISTA A LA BAHIA","Departamento","Alquiler",-34.394798,-58.648546
"202106","CABA","Comuna 12",3,74,64,190000,"USD","DEPARTAMENTO 3 AMBIENTES URQUIZA ACEPTA PERMUTA","Departamento","Venta",-34.5764666,-58.4944514
"202106","GBA","Morón",3,143,95,105000,"USD","Venta casa a reciclar 3 amb fondo garage Haedo","Casa","Venta",-34.637586,-58.599122
"202106","GBA","San Isidro",3,141,121,160000,"USD","Casa 3 amb. venta Béccar, cerca a Av. Lote propio","Casa","Venta",-34.4638186,-58.531106
"202106","GBA","General San Martín",3,79,71,81500,"USD","Casa 3 amb en venta Villa Ballester a remodelar","Casa","Venta",-34.5620005135,-58.5641430558
"202106","GBA","Merlo",3,52,48,95000,"USD","Venta Departamento Padua centro permuta por casa","Departamento","Venta",-34.667426,-58.702419
"202106","GBA","Quilmes",3,65,63,110000,"USD","VENTA DEPARTAMENTO A ESTRENAR 3 AMB COCHERA","Departamento","Venta",-34.7207843,-58.2778993
"202106","GBA","La Plata",3,94,80,165000,"USD","Semipiso de 2 dormitorios con vista a la Catedral","Departamento","Venta",-34.923154,-57.958034
"202106","CABA","Comuna 1",3,54,54,45000,"USD","Venta depto. 3 amb a Reciclar en Constitución","Departamento","Venta",-34.6103347,-58.3849
"202106","GBA","Quilmes",3,167,167,85000,"USD","VENTA CASA 3 AMB DPTO 2 AMB COCHERA PARQUE QUILMES","Casa","Venta",-34.7434284,-58.3002261
"202106","GBA","La Plata",3,126,84,79000,"USD","PH tipo casa en venta de 2 dormitorios en calle 12 e/ 71 y 72,","PH","Venta",-34.9354132892,-57.9336958956
"202106","CABA","Comuna 5",3,74,65,155470,"USD","3 Ambientes Luminosos","Departamento","Venta",-34.6240021,-58.4192648
"202106","GBA","Lanús",3,78,60,95000,"USD","VENTA 3 AMB CON COCH. Y TERRAZA PROPIA! ULTIMO!","Departamento","Venta",-34.6961646,-58.4073369
"202106","GBA","Lanús",3,209,200,190000,"USD","ESPECTACULAR 3 AMB AMPLIO C/QUINCHO PILETA Y COCHE","Departamento","Venta",-34.7112658,-58.3877448
"202106","GBA","Lanús",3,60,55,130000,"USD","VENTA EXCTE 3 AMB. FTE/CTFE LANUSITA!  FINANC!","Departamento","Venta",-34.70252,-58.3955
"202106","GBA","Lanús",3,52,49,91000,"USD","OPORTUNIDAD! DPTO 3 AMB AL FTE C/BALCÓN APTO CRED","Departamento","Venta",-34.6908016,-58.3892119
"202106","CABA","Comuna 13",3,94,86,430000,"USD","3 Amb. con Cochera y Baulera - Torre Centennial -","Departamento","Venta",-34.5413292,-58.4640256
"202106","CABA","Comuna 5",3,58,52,115000,"USD","Departamento  de 3 ambientes con patio en Almagro","Departamento","Venta",-34.6052157,-58.4259425
"202106","CABA","Comuna 12",3,105,88,241500,"USD","DEPARTAMENTO 3 AMBIENTES MUY LUMINOSO Y AIREADO BALCON EDIFICIO GRAN CATEGORÍA","Departamento","Venta",-34.5570985,-58.4797284
"202106","GBA","La Plata",3,111,102,220000,"USD","Plaza Paso - PISO DE CATEGORÍA EN VENTA","Departamento","Venta",-34.916879,-57.9614789
"202106","CABA","Comuna 2",3,105,64,260000,"USD","3 Ambientes Tipo Dúplex con terraza–Full Amenities","Departamento","Venta",-34.5890847977,-58.3962728651
"202106","CABA","Comuna 6",3,70,61,165000,"USD","VENTA  DEPARTAMENTO 3 AMBIENTES A ESTRENAR EN CABALLITO","Departamento","Venta",-34.6101087,-58.4507912
"202106","CABA","Comuna 15",3,51,51,115000,"USD","EXCELENTE 3 AMBIENTES EN VENTA EN  CHACARITA","Departamento","Venta",-34.5865526,-58.4532814
"202106","CABA","Comuna 1",3,81,78,147000,"USD","AMPLIO Y LUMINOSO TRES AMBIENTES, FRENTE Y CONTRAFRENTE-MONTSERRAT.","Departamento","Venta",-34.6152189,-58.383156
"202106","GBA","Avellaneda",3,74,68,120000,"USD","SEMIPISOS DE LUJO 74 MTS AMENITIES VIP OPORT!!","Departamento","Venta",-34.706248,-58.313955
"202106","CABA","Comuna 15",3,61,51,135000,"USD","DEPTO 3 AMBIENTES VILLA CRESPO CON BALCON AL FTE.","Departamento","Venta",-34.604024,-58.439086
"202106","GBA","General San Martín",3,78,75,185000,"USD","Departamento 3 ambientes en centro de Villa Ballester","Departamento","Venta",-34.5467968,-58.5505872
"202106","GBA","Lanús",4,205,175,99000,"USD","PH 4 AMB C/PATIO Y TERRAZA REFACCIONADO!LANUSITA","PH","Venta",-34.697112,-58.395229
"202106","GBA","Tres de Febrero",4,97,82,91000,"USD","P.H 4 ambientes interno c/patio sin expensas","PH","Venta",-34.587327,-58.575271
"202106","GBA","Merlo",4,158,138,72500,"USD","Venta casa en Planta Baja Merlo - Pingüinos","Casa","Venta",-34.6474984,-58.7194147
"202106","GBA","Lanús",4,112,100,280000,"USD","DEPTO 4 AMBIENTES ALSINA FULL AMENITIES","Departamento","Venta",-34.66817,-58.411802
"202106","CABA","Comuna 13",4,174,167,455000,"USD","DEPARTAMENTO 4 AMBIENTES C DEP BELGRANO COCHERA","Departamento","Venta",-34.5585893,-58.4494088
"202106","GBA","Vicente López",4,94,76,230000,"USD","DEPTO. TIPO LOFT 4 AMBIENTES C/TERRAZA","Departamento","Venta",-34.527733,-58.510712
"202106","GBA","Quilmes",4,113,97,230000,"USD","Departamento/Piso 4 Ambientes Lavalle al 300 Quilmes Centro","Departamento","Venta",-34.7177171,-58.2607605
"202106","GBA","Lanús",4,150,120,135000,"USD","PH - Lanús Este","PH","Venta",-34.6971071,-58.3840312
"202106","CABA","Comuna 13",4,98,78,235000,"USD","VENTA - PH 4 AMB. C/TERRAZA, PARRILLA - BELGRANO ","PH","Venta",-34.5657805699,-58.4506988525
"202106","GBA","Pilar",4,197,149,178000,"USD","Muy linda casa en venta sobre lote central en el barrio Los Tres Coniles","Casa","Venta",-34.4699437,-58.8479439
"202106","GBA","Pilar",4,176,140,238000,"USD","Casa en una planta 3 dorm a  estrenar en lote central.  Los Jazmines, Pilar del Este.","Casa","Venta",-34.3918847,-58.8660351
"202106","GBA","Pilar",4,176,176,170000,"USD","Casa - Santa Elena","Casa","Venta",-34.3929984,-58.8833574
"202106","GBA","Escobar",4,160,160,290000,"USD","Casa - Countries/B.Cerrado (Pilar)","Casa","Venta",-34.4189048,-58.7665677
"202106","GBA","Pilar",4,134,132,165000,"USD","GB PROPIEDADES-Casa - San Ramiro","Casa","Venta",-34.3826958,-58.8596553
"202106","GBA","Pilar",4,137,137,155000,"USD","GB PROPIEDADES-Casa - San Ramiro","Casa","Venta",-34.3826958,-58.8596553
"202106","GBA","Escobar",4,247,213,305000,"USD","Casa - San Matias","Casa","Venta",-34.360527,-58.7514305
"202106","GBA","Escobar",4,216,158,265000,"USD","Casa - San Matias","Casa","Venta",-34.360527,-58.7514305
"202106","GBA","Escobar",4,150,150,205000,"USD","Casa en barrio cerrado Acacias Blancas","Casa","Venta",-34.4064331,-58.7609377
"202106","GBA","La Matanza",4,400,200,280000,"USD","Casa - Ramos Mejia","Casa","Venta",-34.6628179,-58.5574064
"202106","GBA","San Isidro",4,97,97,230000,"USD","Casa - Las Lomas-Santa Rita","Casa","Venta",-34.4902301757,-58.5747694636
"202106","CABA","Comuna 7",4,86,79,190000,"USD","Departamento 4 ambientes con amenites Jardin Sum Piscina solarium Parrillas","Departamento","Venta",-34.6287189,-58.4666125
"202106","CABA","Comuna 7",4,86,72,215000,"USD","Departamento - Flores","Departamento","Venta",-34.6350166,-58.4543337
"202106","CABA","Comuna 5",4,97,97,139900,"USD","OPORTUNIDAD!! GRAN 4 AMBIENTES MUY LUMINOSO EN ALMAGRO","Departamento","Venta",-34.6110225,-58.4188103
"202106","CABA","Comuna 15",4,94,85,190000,"USD","Departamento - Almagro","Departamento","Venta",-34.6005415,-58.4297936
"202106","CABA","Comuna 5",4,122,110,360000,"USD","Departamento venta rivadavia park- Almagro","Departamento","Venta",-34.6125373,-58.4231293
"202106","CABA","Comuna 14",4,150,141,339000,"USD","U$S 339.000 - 5 amb - Palermo - Santa Fe 3300 (MiF)","Departamento","Venta",-34.5874109517,-58.4122623481
"202106","CABA","Comuna 14",4,309,309,1600000,"USD","Espectacular 4 ambientes en Av. del Libertador al 3800","Departamento","Venta",-34.5717466,-58.4226116
"202106","CABA","Comuna 13",4,124,124,450000,"USD","Venta departamento 4 amb, a estrenar, luminoso, full amenities - Quesada 2400, Belgrano","Departamento","Venta",-34.5546143,-58.4642629
"202106","CABA","Comuna 14",4,200,180,750000,"USD","Departamento - Belgrano","Departamento","Venta",-34.568417,-58.4436298
"202106","CABA","Comuna 12",4,80,80,55000,"ARS","Amplio 4 ambientes en Barrio de Congreso, a 1 cuadra de Av. Callao","Departamento","Alquiler",-34.5628094,-58.4767578
"202106","GBA","La Plata",4,160,150,330000,"USD","Departamento - La Plata","Departamento","Venta",-34.9176568,-57.9589015
"202106","CABA","Comuna 6",4,87,75,120000,"USD","Departamento - Caballito","Departamento","Venta",-34.6257412,-58.4513594
"202106","GBA","San Isidro",4,209,192,160000,"ARS","Semipiso en alquiler en San Isidro, vías a Libertador.","Departamento","Alquiler",-34.4719386,-58.5082352
"202106","CABA","Comuna 1",4,194,194,1325000,"USD","Venta Exclusivo Depto 4 amb Piso 40 Vista Panorámica 3 coch Torre Le Parc- Puerto Madero","Departamento","Venta",-34.61125,-58.360528
"202106","GBA","Lanús",4,110,100,145000,"USD","ESPECTACULAR 4 AMB C/BALCÓN PARRI. BAÑO SUITE COCH","Departamento","Venta",-34.705052,-58.384051
"202106","CABA","Comuna 10",4,71,69,104000,"USD","SEMIPISO 4 Amb c/BALCÓN 2°Pxesc 3 Dorm ÁREA VERDE","Departamento","Venta",-34.6376097948,-58.4828713443
"202106","GBA","General San Martín",4,180,140,30000,"ARS","Alquiler 4 ambientes terraza, balcón y cochera","Casa","Alquiler",-34.5552331,-58.5634026
"202106","GBA","Tres de Febrero",4,163,102,99000,"USD","PH 4 Ambientes con Terraza - Ciudadela","PH","Venta",-34.63101,-58.536175
"202106","GBA","Escobar",4,130,110,149000,"USD","Casa 4 amb, en venta, Escobar, piscina y jardin","Casa","Venta",-34.395323,-58.770004
"202106","GBA","Escobar",4,90,86,129000,"USD","CASA 4 AMB  ING.MASCHWITZ PUEBLO Lote 235 m2","Casa","Venta",-34.3934859,-58.7359658
"202106","GBA","San Miguel",4,165,140,165000,"USD","Venta casa 4 amb+3 amb(PA) a termina en San Miguel","Casa","Venta",-34.5413,-58.7221817
"202106","GBA","Esteban Echeverría",4,200,200,230000,"USD","VENTA EXCELENTE CASA QUINTA( SE TOMA PERMUTA)","Casa","Venta",-34.792872,-58.452115
"202106","GBA","Vicente López",4,99,89,75000,"ARS","DEPARTAMENTO 4 AMB EN ALQUILER  EN VICENTE LOPEZ","Departamento","Alquiler",-34.528325,-58.481591
"202106","CABA","Comuna 10",4,84,69,129999,"USD","PH 4 AMBIENTES VENTA VERSALLES CON TERRAZA","PH","Venta",-34.6243804,-58.5256364
"202106","GBA","San Isidro",4,98,89,289000,"USD","Venta departamento 4 ambientes, Acassuso","Departamento","Venta",-34.4808345,-58.5032606
"202106","CABA","Comuna 2",4,109,100,295000,"USD","Venta Departamento 4 amb. B Norte (opcion cochera)","Departamento","Venta",-34.596326,-58.409799
"202106","CABA","Comuna 12",4,84,78,179000,"USD","DEPARTAMENTO EN VENTA 4 AMBIENTES EN VILLA URQUIZA","Departamento","Venta",-34.564217,-58.484087
"202106","CABA","Comuna 14",4,284,209,797000,"USD","Depto 4 amb Palermo Amenities Cochera Tripl","Departamento","Venta",-34.5868933768,-58.4101295472
"202106","GBA","San Vicente",4,150,100,70000,"ARS","DUPLEX 3 DORMITORIOS EN ALQUILER EN SAN VICENTE! 3 DORM","Casa","Alquiler",-35.0241134,-58.423763
"202106","GBA","Merlo",4,114,84,75000,"USD","Venta PH Padua Centro / Dueño financia","PH","Venta",-34.6740664,-58.6968004
"202106","GBA","Moreno",4,91,71,85000,"USD","Venta Casa 4 amb La reja Barrio Cerrado","Casa","Venta",-34.645974,-58.824604
"202106","CABA","Comuna 14",4,76,72,172000,"USD","VENTA 4 AMB. LUZ Y SOL. TORRE en CORDOBA Y GASCON","Departamento","Venta",-34.598541,-58.4232843
"202106","CABA","Comuna 14",4,76,72,194000,"USD","VENTA 4 AMB y COCHERA. TORRE con LUZ, AIRE Y SOL. ","Departamento","Venta",-34.598541,-58.4232843
"202106","CABA","Comuna 2",4,100,91,310000,"USD","VENTA DEPTO 4 AMB C/COCHERA RECOLETA","Departamento","Venta",-34.5910901,-58.3925668
"202106","CABA","Comuna 13",4,131,111,395000,"USD","PH/TRIPLEX EN OBRA - 4 AMB. CON TERRAZA Y COCHERA","PH","Venta",-34.5759281,-58.455463
"202106","GBA","Luján",4,255,67,115000,"USD","CASA 4 AMB C PILETA Y FONDO S/ LOTE DE 10x22.50","Casa","Venta",-34.4897569,-58.9994845
"202106","GBA","Escobar",4,64,64,69800,"USD","VENTA EN CASA 4 AMB -A REFRACCIONAR EN MATHEU","Casa","Venta",-34.3828276,-58.8223684
"202106","GBA","Escobar",4,220,180,206000,"USD","Casa a estrenar 4 Amb con pileta El Cantón-Escobar","Casa","Venta",-34.3522940877,-58.7399482727
"202106","GBA","Vicente López",4,99,95,220000,"USD","Venta Duplex Olivos 4 amb, 3 baños  y 2 cocheras","Casa","Venta",-34.5064145,-58.4981717
"202106","GBA","Lanús",4,115,100,280000,"USD","INCREÍBLE PISO 4 AMB C/PARRILLA Y BALCON TERRRAZA","Departamento","Venta",-34.70252,-58.3955
"202106","GBA","Lanús",4,116,110,240000,"USD","INCREÍBLE PISO 4 AMB. EN LANUSITA! POSIB FINANC!","Departamento","Venta",-34.704051,-58.397038
"202106","GBA","Morón",4,82,82,115000,"USD","DTO DE 4  AMBIENTES CON COCHERA EN HAEDO.","Departamento","Venta",-34.6382608,-58.5833341
"202106","CABA","Comuna 6",4,85,73,195000,"USD","VENTA DEPARTAMENTO 4 AMBIENTES A ESTRENAR EN CABALLITO","Departamento","Venta",-34.6101087,-58.4507912
"202106","CABA","Comuna 11",5,100,95,145000,"USD","VENTA PH 5 AMBIENTES CON PATIO EN VILLA GRAL. MITRE","PH","Venta",-34.6149679,-58.4651913
"202106","GBA","Pilar",5,157,157,225000,"USD","Venta Casa 5 Ambientes La Cañada Pilar","Casa","Venta",-34.471345,-58.8896494
"202106","GBA","Pilar",5,157,157,150000,"ARS","Alquiler Casa 5 Ambientes La Cañada Pilar","Casa","Alquiler",-34.471345,-58.8896494
